ZIP Code,Type,Common Cities,County
11772,Standard,"Patchogue, Blue Point, Davis Park, E Patchogue, Eas...",Suffolk County
11773,Unique,Melville,Nassau County
11774,Unique,"Farmingdale, Fulfillment",Nassau County
11775,Unique,Melville,Suffolk County
11776,Standard,"Port Jefferson Station, Port Jeff Sta",Suffolk County
11777,Standard,"Port Jefferson, Port Jeff Sta, Port Jefferson Station, P...",Suffolk County
11778,Standard,Rocky Point,Suffolk County
11779,Standard,"Ronkonkoma, Lake Ronkonkoma, Lk Ronkonkoma",Suffolk County
11780,Standard,Saint James,Suffolk County
11782,Standard,"Sayville, Cherry Grove, Fire Is Pines, Fire Island...",Suffolk County
11783,Standard,Seaford,Nassau County
11784,Standard,Selden,Suffolk County
11786,Standard,Shoreham,Suffolk County
11787,Standard,Smithtown,Suffolk County
11788,Standard,"Hauppauge, Smithtown",Suffolk County
11789,Standard,Sound Beach,Suffolk County
11790,Standard,Stony Brook,Suffolk County
11791,Standard,Syosset,Nassau County
11792,Standard,Wading River,Suffolk County
11793,Standard,Wantagh,Nassau County
11794,Unique,Stony Brook,Suffolk County
11795,Standard,West Islip,Suffolk County
11796,Standard,West Sayville,Suffolk County
11797,Standard,Woodbury,Nassau County
11798,Standard,"Wyandanch, Wheatley Heights, Wheatley Hts",Suffolk County
11801,Standard,Hicksville,Nassau County
11802,PO Box,Hicksville,Nassau County
11803,Standard,Plainview,Nassau County
11804,Standard,Old Bethpage,Nassau County
11815,Unique,Hicksville,Nassau County
11819,Unique,Hicksville,Nassau County
11853,Unique,Jericho,Nassau County
11854,Unique,Hicksville,Nassau County
11855,Unique,Hicksville,Nassau County
11901,Standard,"Riverhead, Flanders",Suffolk County
11930,PO Box,Amagansett,Suffolk County
11931,PO Box,Aquebogue,Suffolk County
11932,PO Box,Bridgehampton,Suffolk County
11933,Standard,"Calverton, Baiting Hollow, Baiting Holw",Suffolk County
11934,Standard,"Center Moriches, Ctr Moriches",Suffolk County
11935,Standard,Cutchogue,Suffolk County
11937,Standard,East Hampton,Suffolk County
11939,Standard,East Marion,Suffolk County
11940,Standard,East Moriches,Suffolk County
11941,Standard,Eastport,Suffolk County
11942,Standard,East Quogue,Suffolk County
11944,Standard,Greenport,Suffolk County
11946,Standard,Hampton Bays,Suffolk County
11947,PO Box,Jamesport,Suffolk County
11948,Standard,Laurel,Suffolk County
11949,Standard,Manorville,Suffolk County
11950,Standard,Mastic,Suffolk County
11951,Standard,Mastic Beach,Suffolk County
11952,Standard,Mattituck,Suffolk County
11953,Standard,Middle Island,Suffolk County
11954,Standard,Montauk,Suffolk County
11955,Standard,Moriches,Suffolk County
11956,PO Box,New Suffolk,Suffolk County
11957,Standard,Orient,Suffolk County
11958,Standard,Peconic,Suffolk County
11959,PO Box,Quogue,Suffolk County
11960,PO Box,Remsenburg,Suffolk County
11961,Standard,Ridge,Suffolk County
11962,PO Box,Sagaponack,Suffolk County
11963,Standard,Sag Harbor,Suffolk County
11964,PO Box,"Shelter Island, Shelter Is",Suffolk County
11965,PO Box,"Shelter Island Heights, Shelter Is Ht",Suffolk County
11967,Standard,"Shirley, E Yaphank, East Yaphank, Smith Point",Suffolk County
11968,Standard,Southampton,Suffolk County
11969,PO Box,Southampton,Suffolk County
11970,PO Box,"South Jamesport, S Jamesport",Suffolk County
11971,Standard,Southold,Suffolk County
11972,PO Box,Speonk,Suffolk County
11973,PO Box,Upton,Suffolk County
11975,PO Box,Wainscott,Suffolk County
11976,Standard,Water Mill,Suffolk County
11977,Standard,Westhampton,Suffolk County
11978,Standard,"Westhampton Beach, W Hampton Bch",Suffolk County
11980,Standard,Yaphank,Suffolk County
12007,Standard,Alcove,Albany County
12008,Standard,Alplaus,Schenectady County
12009,Standard,Altamont,Albany County
12010,Standard,"Amsterdam, West Charlton",Montgomery County
12015,Standard,Athens,Greene County
12016,Standard,"Auriesville, Fultonville",Montgomery County
12017,Standard,Austerlitz,Columbia County
12018,Standard,Averill Park,Rensselaer County
12019,Standard,"Ballston Lake, Burnt Hills, Charlton",Saratoga County
12020,Standard,"Ballston Spa, Malta",Saratoga County
12022,Standard,Berlin,Rensselaer County
12023,Standard,Berne,Albany County
12024,Standard,Brainard,Columbia County
12025,Standard,Broadalbin,Fulton County
12027,Standard,Burnt Hills,Saratoga County
12028,Standard,Buskirk,Rensselaer County
12029,Standard,Canaan,Columbia County
12031,Standard,Carlisle,Schoharie County
12032,Standard,Caroga Lake,Fulton County
12033,Standard,"Castleton On Hudson, Brookview, Castleton, S Schodack, South ...",Rensselaer County
12035,Standard,"Central Bridge, Central Brg",Schoharie County
12036,Standard,"Charlotteville, Charlottevle",Schoharie County
12037,Standard,Chatham,Columbia County
12040,PO Box,Cherry Plain,Rensselaer County
12041,Standard,Clarksville,Albany County
12042,Standard,Climax,Greene County
12043,Standard,"Cobleskill, Lawyersville",Schoharie County
12045,PO Box,Coeymans,Albany County
12046,Standard,"Coeymans Hollow, Coeymans Holw",Albany County
12047,Standard,Cohoes,Albany County
12050,PO Box,Columbiaville,Columbia County
12051,Standard,Coxsackie,Greene County
12052,Standard,Cropseyville,Rensselaer County
12053,Standard,Delanson,Schenectady County
12054,Standard,Delmar,Albany County
12055,Standard,Dormansville,Albany County
12056,Standard,Duanesburg,Schenectady County
12057,Standard,"Eagle Bridge, White Creek",Washington County
12058,Standard,Earlton,Greene County
12059,Standard,East Berne,Albany County
12060,Standard,East Chatham,Columbia County
12061,Standard,"East Greenbush, E Greenbush",Rensselaer County
12062,Standard,East Nassau,Rensselaer County
12063,Standard,East Schodack,Rensselaer County
12064,Standard,"East Worcester, E Worcester",Otsego County
12065,Standard,"Clifton Park, Halfmoon",Saratoga County
12066,Standard,Esperance,Schoharie County
12067,Standard,Feura Bush,Albany County
12068,Standard,Fonda,Montgomery County
12069,PO Box,Fort Hunter,Montgomery County
12070,Standard,Fort Johnson,Montgomery County
12071,Standard,Fultonham,Schoharie County
12072,Standard,Fultonville,Montgomery County
12073,PO Box,Gallupville,Schoharie County
12074,Standard,Galway,Saratoga County
12075,Standard,Ghent,Columbia County
12076,Standard,Gilboa,Schoharie County
12077,Standard,Glenmont,Albany County
12078,Standard,Gloversville,Fulton County
12082,PO Box,Grafton,Rensselaer County
12083,Standard,"Greenville, Norton Hill, S Westerlo, South Westerlo",Greene County
12084,Standard,Guilderland,Albany County
12085,Standard,"Guilderland Center, Guildrlnd Ctr",Albany County
12086,Standard,Hagaman,Montgomery County
12087,Standard,Hannacroix,Greene County
12089,PO Box,Hoosick,Rensselaer County
12090,Standard,Hoosick Falls,Rensselaer County
12092,Standard,Howes Cave,Schoharie County
12093,Standard,Jefferson,Schoharie County
12094,Standard,Johnsonville,Rensselaer County
12095,Standard,Johnstown,Fulton County
12106,Standard,Kinderhook,Columbia County
12107,PO Box,Knox,Albany County
12108,Standard,Lake Pleasant,Hamilton County
12110,Standard,"Latham, Newtonville",Albany County
12115,Standard,Malden Bridge,Columbia County
12116,Standard,Maryland,Otsego County
12117,Standard,Mayfield,Fulton County
12118,Standard,Mechanicville,Saratoga County
12120,Standard,Medusa,Albany County
12121,Standard,Melrose,Rensselaer County
12122,Standard,Middleburgh,Schoharie County
12123,Standard,Nassau,Rensselaer County
12124,PO Box,New Baltimore,Greene County
12125,Standard,"New Lebanon, Lebanon Spg, Lebanon Springs",Columbia County
12128,PO Box,"Newtonville, Latham",Albany County
12130,Standard,Niverville,Columbia County
12131,Standard,"North Blenheim, N Blenheim",Schoharie County
12132,PO Box,North Chatham,Columbia County
12133,PO Box,North Hoosick,Rensselaer County
12134,Standard,Northville,Fulton County
12136,Standard,Old Chatham,Columbia County
12137,Standard,"Pattersonville, Pattersonvle",Schenectady County
12138,Standard,"Petersburg, Petersburgh, Taconic Lake",Rensselaer County
12139,Standard,Piseco,Hamilton County
12140,Standard,Poestenkill,Rensselaer County
12141,PO Box,Quaker Street,Schenectady County
12143,Standard,Ravena,Albany County
12144,Standard,Rensselaer,Rensselaer County
12147,Standard,"Rensselaerville, Rensselaervle",Albany County
12148,Standard,Rexford,Saratoga County
12149,Standard,Richmondville,Schoharie County
12150,Standard,"Rotterdam Junction, Rotterdam Jct",Schenectady County
12151,Standard,Round Lake,Saratoga County
12153,Standard,Sand Lake,Rensselaer County
12154,Standard,Schaghticoke,Rensselaer County
12155,Standard,Schenevus,Otsego County
12156,Standard,"Schodack Landing, Schodack Lndg",Rensselaer County
12157,Standard,Schoharie,Schoharie County
12158,Standard,Selkirk,Albany County
12159,Standard,Slingerlands,Albany County
12160,Standard,Sloansville,Schoharie County
12161,PO Box,"South Bethlehem, S Bethlehem",Albany County
12164,Standard,Speculator,Hamilton County
12165,Standard,Spencertown,Columbia County
12166,Standard,Sprakers,Montgomery County
12167,Standard,Stamford,Delaware County
12168,Standard,Stephentown,Rensselaer County
12169,Standard,Stephentown,Rensselaer County
12170,Standard,Stillwater,Saratoga County
12172,PO Box,Stottville,Columbia County
12173,Standard,Stuyvesant,Columbia County
12174,PO Box,"Stuyvesant Falls, Stuyvesant Fl",Columbia County
12175,Standard,Summit,Schoharie County
12176,Standard,Surprise,Greene County
12177,PO Box,Tribes Hill,Montgomery County
12180,Standard,Troy,Rensselaer County
12181,PO Box,Troy,Rensselaer County
12182,Standard,Troy,Rensselaer County
12183,Standard,"Troy, Green Island",Albany County
12184,Standard,Valatie,Columbia County
12185,Standard,Valley Falls,Rensselaer County
12186,Standard,Voorheesville,Albany County
12187,Standard,Warnerville,Schoharie County
12188,Standard,Waterford,Saratoga County
12189,Standard,Watervliet,Albany County
12190,Standard,Wells,Hamilton County
12192,Standard,"West Coxsackie, W Coxsackie",Greene County
12193,Standard,Westerlo,Albany County
12194,Standard,West Fulton,Schoharie County
12195,PO Box,West Lebanon,Columbia County
12196,Standard,"West Sand Lake, W Sand Lake",Rensselaer County
12197,Standard,Worcester,Otsego County
12198,Standard,Wynantskill,Rensselaer County
12201,PO Box,Albany,Albany County
12202,Standard,Albany,Albany County
12203,Standard,"Albany, Colonie, Stuyvesant Plaza, Stuyvsnt Plz",Albany County
12204,Standard,"Albany, Menands",Albany County
12205,Standard,"Albany, Colonie, Roessleville",Albany County
12206,Standard,Albany,Albany County
12207,Standard,Albany,Albany County
12208,Standard,Albany,Albany County
12209,Standard,Albany,Albany County
12210,Standard,Albany,Albany County
12211,Standard,"Albany, Loudonville, Siena",Albany County
12212,PO Box,Albany,Albany County
12214,Unique,Albany,Albany County
12220,PO Box,Albany,Albany County
12222,Unique,Albany,Albany County
12223,Standard,Albany,Albany County
12224,PO Box,Albany,Albany County
12225,PO Box,Albany,Albany County
12226,Standard,Albany,Albany County
12227,Unique,Albany,Albany County
12228,Unique,Albany,Albany County
12229,Unique,Albany,Albany County
12230,Unique,Albany,Albany County
12231,Unique,Albany,Albany County
12232,Unique,Albany,Albany County
12233,Unique,Albany,Albany County
12234,Unique,Albany,Albany County
12235,Unique,Albany,Albany County
12236,Unique,Albany,Albany County
12237,Unique,Albany,Albany County
12238,Unique,Albany,Albany County
12239,Unique,Albany,Albany County
12240,Unique,Albany,Albany County
12241,Unique,Albany,Albany County
12242,Unique,Albany,Albany County
12243,Unique,Albany,Albany County
12244,Unique,Albany,Albany County
12245,Unique,Albany,Albany County
12246,Unique,Albany,Albany County
12247,Unique,Albany,Albany County
12248,Unique,Albany,Albany County
12249,Unique,Albany,Albany County
12250,Unique,Albany,Albany County
12252,Unique,Albany,Albany County
12255,Unique,Albany,Albany County
12256,Unique,Albany,Albany County
12257,Unique,Albany,Albany County
12260,Standard,Albany,Albany County
12261,Unique,Albany,Albany County
12288,Unique,Albany,Albany County
12301,PO Box,Schenectady,Schenectady County
12302,Standard,"Schenectady, Glenville, Scotia",Schenectady County
12303,Standard,Schenectady,Schenectady County
12304,Standard,Schenectady,Schenectady County
12305,Standard,Schenectady,Schenectady County
12306,Standard,"Schenectady, Rotterdam",Schenectady County
12307,Standard,Schenectady,Schenectady County
12308,Standard,Schenectady,Schenectady County
12309,Standard,"Schenectady, Niskayuna",Schenectady County
12325,PO Box,"Schenectady, Glenville",Schenectady County
12345,Unique,Schenectady,Schenectady County
12401,Standard,"Kingston, Eddyville, Saint Remy",Ulster County
12402,PO Box,Kingston,Ulster County
12404,Standard,Accord,Ulster County
12405,Standard,Acra,Greene County
12406,Standard,Arkville,Delaware County
12407,Standard,Ashland,Greene County
12409,Standard,"Bearsville, Shady",Ulster County
12410,Standard,"Big Indian, Oliverea",Ulster County
12411,Standard,Bloomington,Ulster County
12412,Standard,Boiceville,Ulster County
12413,Standard,Cairo,Greene County
12414,Standard,"Catskill, Cementon",Greene County
12416,Standard,Chichester,Ulster County
12417,PO Box,Connelly,Ulster County
12418,Standard,Cornwallville,Greene County
12419,Standard,Cottekill,Ulster County
12420,PO Box,Cragsmoor,Ulster County
12421,Standard,Denver,Delaware County
12422,Standard,Durham,Greene County
12423,Standard,East Durham,Greene County
12424,Standard,"East Jewett, Tannersville",Greene County
12427,Standard,Elka Park,Greene County
12428,Standard,Ellenville,Ulster County
12429,PO Box,Esopus,Ulster County
12430,Standard,"Fleischmanns, Halcott Center, Halcott Ctr",Delaware County
12431,Standard,Freehold,Greene County
12432,PO Box,Glasco,Ulster County
12433,Standard,Glenford,Ulster County
12434,Standard,Grand Gorge,Delaware County
12435,Standard,"Greenfield Park, Greenfld Park",Ulster County
12436,PO Box,Haines Falls,Greene County
12438,PO Box,Halcottsville,Delaware County
12439,Standard,"Hensonville, East Windham",Greene County
12440,Standard,High Falls,Ulster County
12441,PO Box,Highmount,Ulster County
12442,Standard,Hunter,Greene County
12443,Standard,Hurley,Ulster County
12444,Standard,Jewett,Greene County
12446,Standard,Kerhonkson,Ulster County
12448,Standard,Lake Hill,Ulster County
12449,Standard,Lake Katrine,Ulster County
12450,Standard,Lanesville,Greene County
12451,Standard,Leeds,Greene County
12452,PO Box,Lexington,Greene County
12453,PO Box,"Malden On Hudson, Malden Hudson",Ulster County
12454,Standard,Maplecrest,Greene County
12455,Standard,Margaretville,Delaware County
12456,Standard,Mount Marion,Ulster County
12457,Standard,Mount Tremper,Ulster County
12458,Standard,Napanoch,Ulster County
12459,PO Box,New Kingston,Delaware County
12460,Standard,Oak Hill,Greene County
12461,Standard,"Olivebridge, Krumville",Ulster County
12463,Standard,Palenville,Greene County
12464,Standard,Phoenicia,Ulster County
12465,Standard,Pine Hill,Ulster County
12466,Standard,Port Ewen,Ulster County
12468,Standard,Prattsville,Greene County
12469,Standard,"Preston Hollow, Preston Holw",Albany County
12470,Standard,Purling,Greene County
12471,PO Box,Rifton,Ulster County
12472,Standard,Rosendale,Ulster County
12473,Standard,Round Top,Greene County
12474,Standard,Roxbury,Delaware County
12475,PO Box,Ruby,Ulster County
12477,Standard,Saugerties,Ulster County
12480,Standard,Shandaken,Ulster County
12481,Standard,Shokan,Ulster County
12482,Standard,South Cairo,Greene County
12483,PO Box,Spring Glen,Ulster County
12484,Standard,Stone Ridge,Ulster County
12485,Standard,Tannersville,Greene County
12486,Standard,Tillson,Ulster County
12487,Standard,Ulster Park,Ulster County
12489,PO Box,Wawarsing,Ulster County
12490,PO Box,West Camp,Ulster County
12491,Standard,West Hurley,Ulster County
12492,Standard,West Kill,Greene County
12493,PO Box,West Park,Ulster County
12494,Standard,West Shokan,Ulster County
12495,Standard,Willow,Ulster County
12496,Standard,Windham,Greene County
12498,Standard,Woodstock,Ulster County
12501,Standard,Amenia,Dutchess County
12502,Standard,Ancram,Columbia County
12503,Standard,Ancramdale,Columbia County
12504,PO Box,"Annandale On Hudson, Annandale, Red Hook",Dutchess County
12506,PO Box,Bangall,Dutchess County
12507,Standard,"Barrytown, Red Hook",Dutchess County
12508,Standard,Beacon,Dutchess County
12510,PO Box,Billings,Dutchess County
12511,PO Box,Castle Point,Dutchess County
12512,PO Box,Chelsea,Dutchess County
12513,Standard,Claverack,Columbia County
12514,Standard,"Clinton Corners, Clinton Cors",Dutchess County
12515,Standard,Clintondale,Ulster County
12516,Standard,Copake,Columbia County
12517,Standard,Copake Falls,Columbia County
12518,Standard,Cornwall,Orange County
12520,Standard,"Cornwall On Hudson, Cornwall Hdsn",Orange County
12521,Standard,"Craryville, Taghkanic",Columbia County
12522,Standard,Dover Plains,Dutchess County
12523,Standard,"Elizaville, Taghkanic",Columbia County
12524,Standard,Fishkill,Dutchess County
12525,Standard,Gardiner,Ulster County
12526,Standard,Germantown,Columbia County
12527,PO Box,Glenham,Dutchess County
12528,Standard,Highland,Ulster County
12529,Standard,Hillsdale,Columbia County
12530,PO Box,Hollowville,Columbia County
12531,Standard,Holmes,Dutchess County
12533,Standard,"Hopewell Junction, East Fishkill, Hopewell, Hopewell Jct, W...",Dutchess County
12534,Standard,Hudson,Columbia County
12537,PO Box,Hughsonville,Dutchess County
12538,Standard,Hyde Park,Dutchess County
12540,Standard,Lagrangeville,Dutchess County
12541,PO Box,Livingston,Columbia County
12542,Standard,Marlboro,Ulster County
12543,Standard,Maybrook,Orange County
12544,PO Box,Mellenville,Columbia County
12545,Standard,Millbrook,Dutchess County
12546,Standard,Millerton,Dutchess County
12547,Standard,Milton,Ulster County
12548,Standard,Modena,Ulster County
12549,Standard,Montgomery,Orange County
12550,Standard,Newburgh,Orange County
12551,PO Box,Newburgh,Orange County
12552,PO Box,Newburgh,Orange County
12553,Standard,"New Windsor, Newburgh",Orange County
12555,PO Box,"Newburgh, Mid Hudson",Orange County
12561,Standard,New Paltz,Ulster County
12563,Standard,Patterson,Putnam County
12564,Standard,Pawling,Dutchess County
12565,Standard,Philmont,Columbia County
12566,Standard,Pine Bush,Ulster County
12567,Standard,Pine Plains,Dutchess County
12568,PO Box,Plattekill,Ulster County
12569,Standard,"Pleasant Valley, Pleasant Vly",Dutchess County
12570,Standard,Poughquag,Dutchess County
12571,Standard,"Red Hook, Milan",Dutchess County
12572,Standard,Rhinebeck,Dutchess County
12574,PO Box,Rhinecliff,Dutchess County
12575,Standard,Rock Tavern,Orange County
12577,Standard,"Salisbury Mills, Salisbury Mls",Orange County
12578,Standard,Salt Point,Dutchess County
12580,Standard,Staatsburg,Dutchess County
12581,Standard,Stanfordville,Dutchess County
12582,Standard,Stormville,Dutchess County
12583,Standard,Tivoli,Dutchess County
12584,PO Box,Vails Gate,Orange County
12585,Standard,Verbank,Dutchess County
12586,Standard,Walden,Orange County
12588,PO Box,Walker Valley,Ulster County
12589,Standard,Wallkill,Ulster County
12590,Standard,"Wappingers Falls, New Hamburg, Wappingers Fl, West Fishkil...",Dutchess County
12592,Standard,Wassaic,Dutchess County
12593,Standard,"West Copake, Copake",Columbia County
12594,Standard,Wingdale,Dutchess County
12601,Standard,Poughkeepsie,Dutchess County
12602,PO Box,Poughkeepsie,Dutchess County
12603,Standard,"Poughkeepsie, Arlington",Dutchess County
12604,Unique,Poughkeepsie,Dutchess County
12701,Standard,Monticello,Sullivan County
12719,Standard,Barryville,Sullivan County
12720,Standard,Bethel,Sullivan County
12721,Standard,Bloomingburg,Sullivan County
12722,PO Box,Burlingham,Sullivan County
12723,Standard,Callicoon,Sullivan County
12724,PO Box,"Callicoon Center, Callicoon Ctr",Sullivan County
12725,Standard,Claryville,Ulster County
12726,Standard,Cochecton,Sullivan County
12727,Standard,Cochecton,Sullivan County
12729,Standard,"Cuddebackville, Cuddebackvlle, Godeffroy",Orange County
12732,Standard,Eldred,Sullivan County
12733,Standard,Fallsburg,Sullivan County
12734,Standard,Ferndale,Sullivan County
12736,Standard,"Fremont Center, Fremont Ctr",Sullivan County
12737,Standard,Glen Spey,Sullivan County
12738,Standard,Glen Wild,Sullivan County
12740,Standard,"Grahamsville, Sundown",Sullivan County
12741,Standard,Hankins,Sullivan County
12742,Standard,Harris,Sullivan County
12743,Standard,Highland Lake,Sullivan County
12745,Standard,Hortonville,Sullivan County
12746,Standard,Huguenot,Orange County
12747,Standard,Hurleyville,Sullivan County
12748,Standard,"Jeffersonville, Jeffersonvlle",Sullivan County
12749,PO Box,"Kauneonga Lake, Kauneonga Lk",Sullivan County
12750,Standard,Kenoza Lake,Sullivan County
12751,Standard,Kiamesha Lake,Sullivan County
12752,Standard,"Lake Huntington, Lk Huntington",Sullivan County
12754,Standard,Liberty,Sullivan County
12758,Standard,"Livingston Manor, Lew Beach, Livingstn Mnr",Sullivan County
12759,Standard,"Loch Sheldrake, Loch Sheldrke",Sullivan County
12760,Standard,Long Eddy,Delaware County
12762,Standard,"Mongaup Valley, Mongaup Vly",Sullivan County
12763,Standard,Mountain Dale,Sullivan County
12764,Standard,Narrowsburg,Sullivan County
12765,Standard,Neversink,Sullivan County
12766,Standard,North Branch,Sullivan County
12767,PO Box,Obernburg,Sullivan County
12768,Standard,Parksville,Sullivan County
12769,PO Box,Phillipsport,Sullivan County
12770,Standard,Pond Eddy,Sullivan County
12771,Standard,Port Jervis,Orange County
12775,Standard,Rock Hill,Sullivan County
12776,Standard,Roscoe,Sullivan County
12777,Standard,"Forestburgh, Monticello",Sullivan County
12778,PO Box,Smallwood,Sullivan County
12779,Standard,"South Fallsburg, S Fallsburg",Sullivan County
12780,Standard,"Sparrow Bush, Sparrowbush",Orange County
12781,PO Box,Summitville,Sullivan County
12783,Standard,Swan Lake,Sullivan County
12784,PO Box,Thompsonville,Sullivan County
12785,PO Box,"Westbrookville, Port Jervis, Westbrookvlle",Sullivan County
12786,Standard,White Lake,Sullivan County
12787,Standard,"White Sulphur Springs, Wht Sphr Spgs",Sullivan County
12788,Standard,Woodbourne,Sullivan County
12789,Standard,Woodridge,Sullivan County
12790,Standard,Wurtsboro,Sullivan County
12791,Standard,Youngsville,Sullivan County
12792,Standard,Yulan,Sullivan County
12801,Standard,"Glens Falls, Queensbury",Warren County
12803,Standard,"South Glens Falls, Glens Falls, S Glens Falls",Saratoga County
12804,Standard,"Queensbury, Glens Falls",Warren County
12808,Standard,Adirondack,Warren County
12809,Standard,Argyle,Washington County
12810,Standard,Athol,Warren County
12811,PO Box,Bakers Mills,Warren County
12812,Standard,"Blue Mountain Lake, Blue Mtn Lake",Hamilton County
12814,Standard,"Bolton Landing, Bolton Lndg",Warren County
12815,Standard,Brant Lake,Warren County
12816,Standard,Cambridge,Washington County
12817,Standard,Chestertown,Warren County
12819,Standard,Clemons,Washington County
12820,PO Box,Cleverdale,Warren County
12821,Standard,Comstock,Washington County
12822,Standard,Corinth,Saratoga County
12823,Standard,Cossayuna,Washington County
12824,Standard,Diamond Point,Warren County
12827,Standard,Fort Ann,Washington County
12828,Standard,Fort Edward,Washington County
12831,Standard,"Gansevoort, Wilton",Saratoga County
12832,Standard,Granville,Washington County
12833,Standard,"Greenfield Center, Greenfld Ctr",Saratoga County
12834,Standard,"Greenwich, Thomson",Washington County
12835,Standard,Hadley,Saratoga County
12836,Standard,Hague,Warren County
12837,Standard,Hampton,Washington County
12838,Standard,Hartford,Washington County
12839,Standard,Hudson Falls,Washington County
12841,PO Box,"Huletts Landing, Huletts Lndg",Washington County
12842,Standard,Indian Lake,Hamilton County
12843,Standard,Johnsburg,Warren County
12844,Standard,"Kattskill Bay, Pilot Knob",Washington County
12845,Standard,Lake George,Warren County
12846,Standard,Lake Luzerne,Warren County
12847,Standard,Long Lake,Hamilton County
12848,PO Box,Middle Falls,Washington County
12849,Standard,"Middle Granville, Mdl Granville",Washington County
12850,Standard,Middle Grove,Saratoga County
12851,Standard,Minerva,Essex County
12852,Standard,Newcomb,Essex County
12853,Standard,North Creek,Warren County
12854,Standard,"North Granville, N Granville",Washington County
12855,Standard,North Hudson,Essex County
12856,PO Box,North River,Warren County
12857,Standard,Olmstedville,Essex County
12858,Standard,"Paradox, Ticonderoga",Essex County
12859,Standard,"Porter Corners, Porter Cors",Saratoga County
12860,Standard,Pottersville,Warren County
12861,Standard,"Putnam Station, Putnam Sta",Washington County
12862,PO Box,Riparius,Warren County
12863,Standard,"Rock City Falls, Rock City Fls",Saratoga County
12864,Standard,Sabael,Hamilton County
12865,Standard,"Salem, E Greenwich, East Greenwich",Washington County
12866,Standard,"Saratoga Springs, Saratoga Spgs",Saratoga County
12870,Standard,Schroon Lake,Essex County
12871,Standard,Schuylerville,Saratoga County
12872,PO Box,Severance,Essex County
12873,Standard,Shushan,Washington County
12874,Standard,Silver Bay,Warren County
12878,Standard,Stony Creek,Warren County
12879,Standard,"Newcomb, Tahawus",Essex County
12883,Standard,Ticonderoga,Essex County
12884,PO Box,Victory Mills,Saratoga County
12885,Standard,"Warrensburg, Thurman",Warren County
12886,Standard,Wevertown,Warren County
12887,Standard,Whitehall,Washington County
12901,Standard,Plattsburgh,Clinton County
12903,Standard,Plattsburgh,Clinton County
12910,Standard,Altona,Clinton County
12911,Standard,"Keeseville, Au Sable Chasm, Ausable Chasm",Clinton County
12912,Standard,"Au Sable Forks, Au Sable Frks",Clinton County
12913,Standard,Bloomingdale,Essex County
12914,Standard,Bombay,Franklin County
12915,PO Box,"Brainardsville, Brainardsvle",Franklin County
12916,Standard,Brushton,Franklin County
12917,Standard,Burke,Franklin County
12918,Standard,Cadyville,Clinton County
12919,Standard,Champlain,Clinton County
12920,Standard,Chateaugay,Franklin County
12921,Standard,Chazy,Clinton County
12922,Standard,Childwold,St. Lawrence County
12923,Standard,Churubusco,Clinton County
12924,Standard,"Keeseville, Clintonville",Clinton County
12926,Standard,Constable,Franklin County
12927,PO Box,"Cranberry Lake, Cranberry Lk",St. Lawrence County
12928,Standard,Crown Point,Essex County
12929,PO Box,Dannemora,Clinton County
12930,Standard,"Dickinson Center, Dickinson Ctr",Franklin County
12932,Standard,Elizabethtown,Essex County
12933,PO Box,Ellenburg,Clinton County
12934,Standard,"Ellenburg Center, Ellenburg Ctr",Clinton County
12935,Standard,"Ellenburg Depot, Ellenburg Dep",Clinton County
12936,Standard,"Essex, Whallonsburg",Essex County
12937,Standard,"Fort Covington, Ft Covington",Franklin County
12939,PO Box,Gabriels,Franklin County
12941,Standard,Jay,Essex County
12942,Standard,Keene,Essex County
12943,Standard,"Keene Valley, Saint Huberts",Essex County
12944,Standard,Keeseville,Essex County
12945,Standard,"Lake Clear, Upper Saint Regis, Upper St Reg",Franklin County
12946,Standard,Lake Placid,Essex County
12949,Standard,Lawrenceville,St Lawrence County
12950,Standard,Lewis,Essex County
12952,Standard,Lyon Mountain,Clinton County
12953,Standard,Malone,Franklin County
12955,Standard,"Lyon Mountain, Merrill",Clinton County
12956,Standard,Mineville,Essex County
12957,Standard,Moira,Franklin County
12958,Standard,Mooers,Clinton County
12959,Standard,Mooers Forks,Clinton County
12960,Standard,Moriah,Essex County
12961,Standard,Moriah Center,Essex County
12962,Standard,Morrisonville,Clinton County
12964,Standard,New Russia,Essex County
12965,Standard,"Nicholville, Fort Jackson, Hopkinton",St. Lawrence County
12966,Standard,"North Bangor, Bangor, West Bangor",Franklin County
12967,Standard,"North Lawrence, N Lawrence",St. Lawrence County
12969,Standard,Owls Head,Franklin County
12970,Standard,Paul Smiths,Franklin County
12972,Standard,Peru,Clinton County
12973,PO Box,Piercefield,St. Lawrence County
12974,Standard,Port Henry,Essex County
12975,PO Box,Port Kent,Essex County
12976,PO Box,Rainbow Lake,Franklin County
12977,PO Box,Ray Brook,Essex County
12978,Standard,Redford,Clinton County
12979,Standard,Rouses Point,Clinton County
12980,Standard,"Saint Regis Falls, St Regis Fls",Franklin County
12981,Standard,Saranac,Clinton County
12983,Standard,Saranac Lake,Franklin County
12985,Standard,"Schuyler Falls, Schuyler Fls",Clinton County
12986,Standard,"Tupper Lake, Massawepie",Franklin County
12987,Standard,Upper Jay,Essex County
12989,Standard,"Vermontville, Loon Lake, Onchiota",Franklin County
12992,Standard,West Chazy,Clinton County
12993,Standard,"Westport, Wadhams",Essex County
12995,PO Box,Whippleville,Franklin County
12996,Standard,Willsboro,Essex County
